Project_ID,Project_Name,Project_Type,Region,State,Client_Type,Contract_Type,Delivery_Method,Complexity_Level,Digital_Coordination_Level,Owner_Decision_Profile,Start_Date,Snapshot_Date,Snapshot_Year,Original_Budget,Planned_Duration_Days,Planned_Percent_Complete,Actual_Percent_Complete,CPI_Snapshot,SPI_Snapshot,Cost_Variance_Pct_Snapshot,Schedule_Variance_Days_Snapshot,Labor_Productivity_Index,Procurement_Delay_Days_to_Date,Weather_Impact_Days_to_Date,Safety_Incident_Rate_to_Date,Snapshot_Data_Completeness_Pct
PRJ3-00711,Northstar Research Facility 711,Institutional,West,NV,Private,Unit Price,CMAR,Moderate,High,Standard,2021-07-22,2022-08-28,2022,48594500,694,0.58,0.5136,0.9596,0.9507,0.0099,46,1.0451,0,8,0.788,0.9519
PRJ3-00712,Copper Residences 712,Residential,Southwest,AZ,Public,Cost Plus,Design-Build,Very High,High,Standard,2021-08-22,2022-01-04,2022,41054800,280,0.484,0.5151,0.8476,1.036,0.0931,-9,1.0207,3,24,0.685,0.9809
PRJ3-00713,Evergreen Distribution Hub 713,Industrial,West,WA,Private,Unit Price,Design-Bid-Build,Moderate,Low,Standard,2023-07-21,2024-11-11,2024,173654000,803,0.597,0.6477,0.9177,1.1015,0.0614,-41,0.955,29,5,0.967,0.9635
PRJ3-00714,Horizon Neighborhood 714,Residential,Southwest,AZ,Private,Cost Plus,Design-Build,Very High,Moderate,Standard,2018-09-04,2019-06-26,2019,84591600,783,0.378,0.3058,0.9521,0.9082,0.0255,57,1.0178,2,6,1.013,0.9513
PRJ3-00715,Liberty Logistics Center 715,Industrial,Mountain,ID,Public,Unit Price,Design-Bid-Build,Moderate,High,Fast,2021-11-20,2023-08-04,2023,221108800,1069,0.582,0.5793,1.0053,0.9967,-0.0129,3,1.0631,29,5,0.407,0.9858
PRJ3-00716,Evergreen Process Plant 716,Industrial,West,WA,Private,Lump Sum,Design-Build,High,Moderate,Standard,2019-09-22,2021-01-25,2021,225818900,840,0.585,0.6148,0.9452,0.9943,0.0439,-25,0.8961,13,12,0.739,0.9609
PRJ3-00717,Aspen Marketplace 717,Commercial,Southwest,NM,Public,Lump Sum,Design-Build,Moderate,Moderate,Fast,2019-09-23,2020-03-11,2020,123021600,288,0.591,0.6106,1.0609,1.0513,-0.0163,-6,0.9399,14,22,0.653,0.9882
PRJ3-00718,Liberty Earthworks Package 718,Heavy Civil,Southeast,FL,Private,Guaranteed Maximum Price,Design-Bid-Build,High,High,Fast,2023-05-05,2024-06-22,2024,247487400,1017,0.408,0.3917,0.9234,0.9916,0.0328,17,0.9035,15,25,0.5,0.9589
PRJ3-00719,Crescent Retail Center 719,Commercial,Midwest,MN,Private,Cost Plus,IPD,Moderate,Moderate,Fast,2024-05-01,2024-12-09,2024,83983500,525,0.423,0.4624,1.0704,1.0644,-0.0096,-21,1.0739,24,11,0.082,0.9801
PRJ3-00720,Crescent Water Program 720,Heavy Civil,Midwest,MI,Public,Cost Plus,Design-Build,High,High,Fast,2018-10-07,2020-01-24,2020,246632000,1271,0.373,0.355,1.043,0.9718,-0.0196,23,0.9849,0,5,0.622,0.9833
PRJ3-00721,Mesa Corporate Center 721,Commercial,Northeast,NY,Private,Guaranteed Maximum Price,Design-Build,Moderate,High,Standard,2023-11-26,2024-10-25,2024,76528300,655,0.511,0.5471,1.0591,1.019,-0.0177,-24,1.0529,15,30,0.39,0.9743
PRJ3-00722,Cedar District 722,Mixed-Use,Midwest,MI,Public,Lump Sum,Design-Bid-Build,High,Low,Standard,2020-01-16,2021-05-24,2021,221019700,1061,0.466,0.4097,0.8888,0.9106,0.0384,60,0.9715,7,18,0.586,0.9635
PRJ3-00723,Harbor Research Facility 723,Institutional,West,WA,Private,Guaranteed Maximum Price,Design-Bid-Build,Very High,Low,Standard,2024-06-05,2025-06-13,2025,118717300,937,0.399,0.3283,0.8833,0.8694,0.0338,66,0.7858,24,2,0.566,0.9566
PRJ3-00724,Lakeview Residences 724,Residential,Southeast,VA,Private,Guaranteed Maximum Price,IPD,Low,Moderate,Standard,2020-07-08,2021-02-11,2021,176359700,422,0.517,0.5142,1.0243,0.9623,-0.0088,1,1.1122,0,15,0.984,0.9675
PRJ3-00725,Canyon Transit Program 725,Infrastructure,Southeast,NC,Private,Lump Sum,Design-Build,Moderate,Moderate,Standard,2021-07-01,2022-09-26,2022,734090300,1285,0.352,0.3964,1.029,1.0473,-0.0296,-57,0.9366,10,9,0.616,0.9433
PRJ3-00726,Harbor Residences 726,Residential,Northeast,PA,Private,Lump Sum,Design-Bid-Build,Moderate,Moderate,Slow,2019-03-05,2020-03-18,2020,65613300,769,0.493,0.4768,0.8989,0.9906,0.0616,12,0.9347,14,15,0.587,0.9852
PRJ3-00727,Lakeview Transit Program 727,Infrastructure,Mountain,CO,Public,Unit Price,CMAR,Moderate,Low,Slow,2022-10-20,2024-04-28,2024,176745000,1176,0.473,0.4213,0.9107,0.91,0.0435,61,0.9223,5,7,0.504,0.9621
PRJ3-00728,Riverside Civic Complex 728,Institutional,West,NV,Private,Unit Price,Design-Bid-Build,Moderate,Low,Fast,2024-03-19,2025-05-09,2025,173779000,720,0.578,0.5722,0.9508,0.984,0.043,4,1.008,6,2,0.788,0.978
PRJ3-00729,Evergreen Office Campus 729,Commercial,Southeast,FL,Public-Private Partnership,Guaranteed Maximum Price,Design-Build,Moderate,Moderate,Fast,2023-12-26,2025-04-08,2025,96850300,784,0.599,0.564,0.9802,0.926,0.0277,27,1.0951,17,10,0.332,0.9681
PRJ3-00730,Pioneer Residences 730,Residential,Southwest,TX,Private,Cost Plus,CMAR,Moderate,Moderate,Slow,2023-06-23,2024-01-14,2024,47092100,444,0.463,0.4301,0.9675,0.9594,0.0302,15,0.9047,8,12,0.496,0.949
PRJ3-00731,Evergreen Distribution Hub 731,Industrial,West,CA,Private,Guaranteed Maximum Price,Design-Bid-Build,Moderate,Low,Standard,2020-03-13,2021-08-06,2021,188064900,936,0.546,0.5129,0.8549,0.9568,0.0824,31,0.9429,20,0,0.431,0.9522
PRJ3-00733,Lakeview Town Center 733,Mixed-Use,West,CA,Private,Guaranteed Maximum Price,Design-Bid-Build,Moderate,High,Slow,2025-01-02,2025-10-01,2025,64291700,702,0.388,0.3558,0.9592,0.9054,-0.002,23,0.9681,27,3,0.378,0.9663
PRJ3-00734,Copper Medical Center 734,Institutional,Midwest,MO,Private,Lump Sum,Design-Bid-Build,Low,High,Standard,2021-04-25,2022-07-25,2022,127946100,849,0.538,0.5053,1.0396,0.9877,-0.0211,28,1.04,0,5,0.246,0.9565
PRJ3-00735,Aspen Water Program 735,Heavy Civil,Southwest,AZ,Private,Lump Sum,IPD,High,Low,Standard,2023-07-14,2024-12-04,2024,466964200,1221,0.417,0.3533,0.8659,0.8601,0.0672,78,0.9095,17,7,0.814,0.9606
PRJ3-00736,Pioneer Civic Complex 736,Institutional,Southeast,GA,Public,Cost Plus,Design-Build,Low,Moderate,Slow,2022-02-16,2022-12-09,2022,84233300,658,0.451,0.446,0.9431,1.0238,0.0213,3,0.9995,15,6,0.282,0.9773
PRJ3-00737,Evergreen Process Plant 737,Industrial,Midwest,MI,Private,Lump Sum,Design-Build,High,Moderate,Standard,2022-06-18,2023-09-19,2023,187084300,1025,0.447,0.5051,0.8968,1.0351,0.0556,-60,1.0127,16,32,0.836,0.9649
PRJ3-00738,Summit Bridge Program 738,Heavy Civil,Southeast,GA,Private,Guaranteed Maximum Price,Design-Build,Very High,Low,Standard,2019-06-10,2020-10-04,2020,165500200,1119,0.431,0.3728,0.7929,0.919,0.0897,65,0.96,20,29,0.75,0.9718
PRJ3-00739,Mesa Marketplace 739,Commercial,Midwest,IL,Private,Unit Price,Design-Build,Moderate,Low,Standard,2018-06-04,2019-04-16,2019,76749200,556,0.57,0.4945,0.993,0.8936,0.0113,42,0.9395,20,12,0.385,0.9796
PRJ3-00740,Liberty Water Program 740,Heavy Civil,Southwest,TX,Public,Lump Sum,Design-Build,Low,Moderate,Fast,2018-12-25,2020-02-06,2020,312110400,874,0.467,0.4925,0.9232,1.0115,0.0335,-22,1.0449,0,7,0.32,0.9905
PRJ3-00741,Horizon Research Facility 741,Institutional,West,CA,Public,Unit Price,CMAR,Moderate,Low,Standard,2024-07-24,2025-08-05,2025,244703700,902,0.418,0.4204,0.949,0.9753,0.0272,-2,0.9312,34,6,0.833,0.9698
PRJ3-00742,Summit Town Center 742,Mixed-Use,Northeast,PA,Private,Unit Price,Design-Bid-Build,Low,High,Standard,2024-06-23,2025-09-13,2025,378195000,764,0.586,0.6235,1.0088,1.0018,0.0005,-29,1.1415,16,13,0.169,0.9625
PRJ3-00743,Riverside Earthworks Package 743,Heavy Civil,Southeast,VA,Public,Unit Price,Design-Bid-Build,Moderate,Low,Standard,2024-01-18,2025-04-23,2025,136516500,1145,0.403,0.3957,0.8431,0.9309,0.088,8,0.9872,16,17,0.732,0.9558
PRJ3-00744,Summit Office Campus 744,Commercial,Southeast,NC,Private,Unit Price,Design-Build,Moderate,Moderate,Slow,2022-10-31,2023-07-23,2023,55876700,678,0.392,0.4161,1.0192,1.0149,-0.0172,-16,0.9447,20,21,0.618,0.9746
PRJ3-00746,Mesa Housing 746,Residential,Northeast,NJ,Private,Guaranteed Maximum Price,Design-Build,High,Moderate,Standard,2022-02-15,2022-09-26,2022,59662600,566,0.394,0.3746,0.8938,1.0156,0.0489,11,0.9776,10,15,0.86,0.9839
PRJ3-00748,Summit Transit Program 748,Infrastructure,Southwest,NM,Private,Unit Price,Design-Bid-Build,High,Low,Slow,2022-12-06,2024-05-17,2024,258027300,1244,0.425,0.3469,0.8481,0.8715,0.0667,97,0.8212,37,5,0.611,0.948
PRJ3-00749,Gateway Research Facility 749,Institutional,West,OR,Private,Unit Price,Design-Bid-Build,Low,High,Standard,2018-04-19,2019-05-17,2019,150244400,713,0.552,0.5624,1.1143,1.0194,-0.0891,-7,1.0673,0,0,0.229,0.9657
PRJ3-00750,Gateway Apartments 750,Residential,Southeast,VA,Public,Lump Sum,Design-Bid-Build,Low,Moderate,Fast,2020-09-21,2021-08-26,2021,42876600,580,0.586,0.5646,0.9874,0.9093,0.0144,12,1.0935,18,13,0.769,0.9694
PRJ3-00751,Harbor Housing 751,Residential,West,NV,Private,Guaranteed Maximum Price,Design-Build,High,Moderate,Standard,2021-04-07,2022-05-16,2022,127803000,697,0.581,0.6253,0.9395,1.0868,0.0298,-31,1.0455,11,10,0.757,0.9883
PRJ3-00752,Horizon Corporate Center 752,Commercial,Northeast,PA,Private,Guaranteed Maximum Price,Design-Bid-Build,Moderate,High,Slow,2025-03-17,2025-08-11,2025,67357900,376,0.393,0.3624,0.8632,0.9319,0.0487,12,0.9879,12,13,0.839,0.9675
PRJ3-00753,Riverside Public Works Program 753,Infrastructure,Northeast,NJ,Private,Lump Sum,Design-Bid-Build,Low,High,Slow,2024-02-05,2025-04-21,2025,280381100,973,0.454,0.3962,0.9614,0.8806,0.0283,56,1.0416,12,13,0.899,0.9745
PRJ3-00754,Lakeview Apartments 754,Residential,Mountain,WY,Private,Guaranteed Maximum Price,CMAR,High,High,Standard,2024-01-09,2024-12-03,2024,45745400,678,0.486,0.5367,0.9718,1.0443,0.0275,-34,0.9774,0,9,1.082,0.9758
PRJ3-00755,Pioneer Neighborhood 755,Residential,Southeast,FL,Private,Cost Plus,Design-Bid-Build,Moderate,Moderate,Standard,2019-10-07,2020-08-26,2020,31299200,782,0.415,0.4089,1.0581,0.9784,-0.0185,5,0.9783,5,15,0.648,0.9559
PRJ3-00756,Northstar Process Plant 756,Industrial,Mountain,UT,Public,Cost Plus,CMAR,High,Low,Standard,2019-10-13,2021-02-26,2021,131917300,997,0.504,0.4836,0.9613,0.9454,0.0105,20,0.8728,29,9,0.519,0.9549
PRJ3-00757,Riverside Highway Improvements 757,Heavy Civil,West,OR,Private,Lump Sum,CMAR,Moderate,High,Fast,2023-12-06,2025-05-28,2025,90635900,1048,0.515,0.5495,0.9941,1.0577,0.0067,-36,1.0475,1,9,0.869,0.9776
PRJ3-00758,Lakeview Retail Center 758,Commercial,West,OR,Private,Guaranteed Maximum Price,IPD,Moderate,Low,Standard,2025-05-24,2025-10-09,2025,33062300,359,0.386,0.3913,0.9789,1.0053,0.0051,-2,0.926,16,1,0.771,0.9669
PRJ3-00759,Riverside Marketplace 759,Commercial,Southwest,AZ,Public,Guaranteed Maximum Price,Design-Bid-Build,High,Moderate,Fast,2024-04-02,2025-04-20,2025,89103000,693,0.554,0.5805,1.0329,1.059,-0.0283,-18,1.0785,8,7,0.46,0.968
PRJ3-00760,Aspen Neighborhood 760,Residential,West,WA,Public,Guaranteed Maximum Price,Design-Bid-Build,Very High,Low,Slow,2020-01-22,2020-12-12,2020,45878600,561,0.58,0.4071,0.918,0.72,0.0294,97,0.8535,27,14,1.004,0.948
PRJ3-00761,Granite Retail Center 761,Commercial,Northeast,MA,Private,Guaranteed Maximum Price,Design-Build,High,Moderate,Standard,2020-02-23,2020-11-17,2020,40538900,608,0.442,0.427,1.0055,0.927,-0.0141,9,0.9149,14,24,0.631,0.9771
PRJ3-00762,Cedar Education Center 762,Institutional,Southeast,NC,Private,Cost Plus,IPD,High,Low,Standard,2023-09-16,2024-07-05,2024,80418900,771,0.381,0.3962,0.9082,0.9808,0.0576,-12,0.9132,33,19,0.552,0.9488
PRJ3-00763,Lakeview Town Center 763,Mixed-Use,West,CA,Private,Guaranteed Maximum Price,Design-Bid-Build,Moderate,Moderate,Standard,2020-05-22,2021-08-11,2021,57359000,1070,0.417,0.4378,0.8508,1.0109,0.0786,-22,0.9739,9,5,0.604,0.9537
PRJ3-00764,Harbor Airport Improvements 764,Infrastructure,Southwest,NM,Public,Lump Sum,IPD,Moderate,Low,Standard,2019-06-10,2021-02-08,2021,76080600,1381,0.441,0.446,0.9839,0.9867,0.0044,-7,1.0731,8,1,0.243,0.9659
PRJ3-00765,Summit Marketplace 765,Commercial,West,OR,Public-Private Partnership,Guaranteed Maximum Price,CMAR,Moderate,Moderate,Slow,2020-05-22,2021-12-17,2021,80869900,979,0.587,0.6652,0.9354,1.0484,0.0316,-77,0.9922,27,3,0.342,0.9602
PRJ3-00766,Crescent Earthworks Package 766,Heavy Civil,Mountain,WY,Public,Lump Sum,Design-Build,High,High,Standard,2021-01-21,2023-03-28,2023,98989100,1327,0.6,0.5485,0.977,0.9102,0.0053,68,1.0169,6,7,0.622,0.9546
PRJ3-00767,Liberty Retail Center 767,Commercial,West,WA,Private,Cost Plus,CMAR,Low,Moderate,Standard,2018-10-18,2019-07-20,2019,183298100,642,0.429,0.4105,0.9545,1.0132,0.0144,12,1.0016,30,7,0.328,0.9801
PRJ3-00768,Liberty Residences 768,Residential,Southeast,TN,Private,Cost Plus,Design-Build,High,Moderate,Slow,2024-06-13,2025-01-13,2025,58426200,496,0.432,0.4609,0.9324,1.0354,0.0431,-14,0.9545,13,12,0.859,0.9741
PRJ3-00769,Northstar Urban Village 769,Mixed-Use,Midwest,MN,Public,Guaranteed Maximum Price,IPD,Low,Moderate,Slow,2021-11-12,2022-11-02,2022,277727000,900,0.395,0.41,0.9754,1.087,0.0173,-13,0.9731,29,6,0.546,0.9825
PRJ3-00770,Copper Urban Village 770,Mixed-Use,Mountain,CO,Public,Unit Price,Design-Build,High,Low,Standard,2024-02-01,2025-01-02,2025,87207400,810,0.416,0.381,0.9372,0.9014,0.0389,28,0.9237,23,10,0.725,0.9645
PRJ3-00771,Horizon Water Program 771,Heavy Civil,Southeast,FL,Private,Cost Plus,IPD,Moderate,Moderate,Slow,2023-10-10,2025-01-27,2025,134426400,1086,0.438,0.3997,0.9059,0.9511,0.0572,42,0.9475,25,14,0.759,0.9396
PRJ3-00772,Liberty Airport Improvements 772,Infrastructure,Midwest,MO,Private,Lump Sum,IPD,Moderate,Low,Standard,2020-03-18,2021-10-23,2021,517697200,1193,0.49,0.4353,0.9368,0.9148,0.0327,65,1.0065,7,21,0.463,0.9659
PRJ3-00773,Granite Public Works Program 773,Infrastructure,West,CA,Private,Lump Sum,Design-Bid-Build,Very High,High,Slow,2018-12-18,2020-04-18,2020,181674000,1380,0.353,0.3442,0.9234,0.9237,0.0281,12,0.8737,5,5,0.779,0.9696
PRJ3-00774,Riverside District 774,Mixed-Use,Southwest,TX,Private,Guaranteed Maximum Price,Design-Build,Moderate,High,Standard,2020-02-20,2021-06-28,2021,86654900,945,0.523,0.4801,0.966,0.9567,0.0102,41,1.0094,0,18,0.33,0.9804
PRJ3-00775,Northstar Urban Village 775,Mixed-Use,West,WA,Public,Lump Sum,Design-Bid-Build,Moderate,Moderate,Fast,2022-12-08,2024-03-23,2024,143977700,1080,0.437,0.4183,0.9286,0.9997,0.0017,20,1.0026,30,2,0.786,0.9686
PRJ3-00776,Riverside Town Center 776,Mixed-Use,Midwest,MI,Public-Private Partnership,Guaranteed Maximum Price,CMAR,Very High,Moderate,Standard,2022-08-06,2023-11-01,2023,92105800,1000,0.452,0.4232,0.9307,0.9781,0.0439,29,0.8544,18,18,0.66,0.9559
PRJ3-00777,Northstar District 777,Mixed-Use,Northeast,NJ,Private,Guaranteed Maximum Price,CMAR,High,Moderate,Standard,2024-01-21,2025-04-02,2025,351147100,1091,0.401,0.4001,0.92,0.9448,0.0367,1,0.9246,13,14,0.912,0.9573
PRJ3-00778,Riverside Residences 778,Residential,Southeast,TN,Private,Lump Sum,Design-Bid-Build,Moderate,Moderate,Fast,2023-05-05,2024-03-08,2024,80267900,579,0.533,0.5461,1.0264,1.0214,-0.0083,-8,0.9653,12,19,0.204,0.9575
PRJ3-00779,Horizon Medical Center 779,Institutional,West,CA,Private,Guaranteed Maximum Price,IPD,Moderate,Low,Standard,2017-12-05,2019-03-28,2019,146180100,955,0.501,0.463,1.0254,0.9638,-0.0046,36,0.9163,24,15,0.453,0.9952
PRJ3-00780,Evergreen Process Plant 780,Industrial,Northeast,CT,Private,Guaranteed Maximum Price,Design-Bid-Build,Low,High,Standard,2021-02-12,2022-04-10,2022,207056600,735,0.575,0.6041,1.0103,1.0379,0.0231,-21,0.9526,17,9,0.331,0.9737
PRJ3-00781,Liberty Airport Improvements 781,Infrastructure,Northeast,MA,Public,Guaranteed Maximum Price,IPD,High,Moderate,Standard,2023-02-14,2024-12-27,2024,326594200,1191,0.573,0.5496,0.9585,0.956,0.033,28,0.894,15,16,0.935,0.9713
PRJ3-00782,Evergreen Education Center 782,Institutional,Southwest,AZ,Private,Unit Price,IPD,High,High,Slow,2018-09-02,2019-11-26,2019,101560300,1001,0.45,0.4342,1.0408,0.9631,-0.046,16,0.9592,19,13,0.478,0.9609
PRJ3-00783,Crescent Apartments 783,Residential,Southeast,GA,Private,Cost Plus,Design-Bid-Build,Very High,Low,Slow,2023-07-19,2024-04-06,2024,26750100,569,0.462,0.4214,0.9343,0.9246,0.031,23,0.859,23,17,0.947,0.9457
PRJ3-00784,Pioneer Urban Village 784,Mixed-Use,Southeast,FL,Private,Lump Sum,IPD,High,Moderate,Standard,2022-09-11,2023-10-07,2023,283688600,1055,0.371,0.3616,0.996,0.987,-0.0067,10,0.8541,0,26,0.652,0.9604
PRJ3-00785,Redwood Corporate Center 785,Commercial,Southeast,GA,Private,Cost Plus,IPD,Low,Moderate,Slow,2022-07-12,2023-05-06,2023,19433200,644,0.463,0.4179,0.9451,0.9057,-0.0148,29,1.0212,12,10,0.568,0.9671
PRJ3-00786,Cedar Retail Center 786,Commercial,Southeast,GA,Private,Cost Plus,Design-Bid-Build,Moderate,High,Fast,2021-04-09,2022-01-21,2022,202646200,646,0.445,0.4975,1.01,1.0889,-0.0009,-34,1.039,17,16,0.728,0.9857
PRJ3-00787,Redwood Highway Improvements 787,Heavy Civil,Mountain,UT,Private,Guaranteed Maximum Price,IPD,Moderate,Low,Fast,2023-09-20,2025-03-28,2025,46415300,1095,0.507,0.5223,0.9939,1.0362,0.0088,-17,1.0999,5,5,0.462,0.9868
PRJ3-00788,Evergreen Manufacturing Facility 788,Industrial,Mountain,MT,Public-Private Partnership,Lump Sum,Design-Bid-Build,Very High,High,Standard,2024-06-01,2025-05-14,2025,73952700,914,0.38,0.3713,0.9073,0.9108,0.0525,8,0.9663,10,23,1.006,0.9689
PRJ3-00789,Evergreen District 789,Mixed-Use,Southeast,VA,Private,Cost Plus,CMAR,Moderate,Moderate,Fast,2024-05-08,2025-05-15,2025,190293300,730,0.51,0.4517,0.9693,0.8849,0.016,43,1.0537,31,14,0.346,0.9683
PRJ3-00790,Crescent Retail Center 790,Commercial,Northeast,CT,Public,Lump Sum,CMAR,Low,High,Fast,2019-08-18,2020-04-23,2020,77724500,533,0.468,0.4672,1.15,1.0391,-0.0475,0,1.0317,0,18,0.243,0.9702
PRJ3-00791,Summit Apartments 791,Residential,West,OR,Public,Lump Sum,IPD,Moderate,Low,Slow,2023-02-04,2023-08-23,2023,44015500,392,0.512,0.5082,0.9429,0.9763,0.0186,1,0.8423,13,5,0.004,0.9695
PRJ3-00792,Cedar Neighborhood 792,Residential,West,OR,Public,Lump Sum,CMAR,High,Moderate,Standard,2020-06-25,2021-03-27,2021,77960300,673,0.41,0.3651,0.9958,0.9103,-0.0101,30,0.9803,25,0,0.542,0.967
PRJ3-00793,Copper Education Center 793,Institutional,Southwest,NM,Private,Lump Sum,CMAR,Very High,High,Standard,2022-06-20,2023-03-18,2023,59985200,770,0.352,0.2898,0.9441,0.9408,0.0376,48,0.9256,31,6,0.399,0.9652
PRJ3-00794,Aspen Neighborhood 794,Residential,West,NV,Public,Cost Plus,CMAR,Moderate,Moderate,Fast,2019-03-08,2020-04-17,2020,95147500,816,0.498,0.5242,1.0482,1.0054,-0.0165,-21,1.0327,0,0,0.652,0.9574
PRJ3-00795,Gateway Education Center 795,Institutional,Northeast,NJ,Private,Lump Sum,Design-Bid-Build,Low,High,Standard,2019-05-16,2020-06-16,2020,73508400,904,0.44,0.4083,1.1047,0.9045,-0.0737,29,1.0325,7,15,0.729,0.9721
PRJ3-00796,Cedar Civic Complex 796,Institutional,Southwest,TX,Private,Guaranteed Maximum Price,Design-Build,Very High,Moderate,Fast,2020-10-09,2021-10-14,2021,97550600,921,0.402,0.3523,0.9786,0.8976,0.009,46,0.912,11,5,0.76,0.9616
PRJ3-00797,Pioneer Education Center 797,Institutional,Mountain,UT,Private,Lump Sum,IPD,High,Low,Fast,2023-12-24,2024-11-12,2024,466015000,846,0.383,0.4142,0.9164,1.0484,0.047,-26,0.9967,11,7,0.672,0.967
PRJ3-00798,Crescent Education Center 798,Institutional,Mountain,CO,Public,Unit Price,Design-Build,Moderate,High,Standard,2022-06-17,2023-11-12,2023,131564000,884,0.581,0.6014,1.0005,1.0534,0.0055,-18,1.0783,3,13,0.795,0.9692
PRJ3-00799,Mesa Urban Village 799,Mixed-Use,Mountain,WY,Public,Guaranteed Maximum Price,Design-Bid-Build,Low,Low,Fast,2019-11-02,2021-01-14,2021,202417600,1030,0.427,0.4104,0.9181,1.0011,0.0467,17,1.0576,19,19,0.601,0.9659
PRJ3-00800,Horizon Highway Improvements 800,Heavy Civil,Southeast,TN,Private,Lump Sum,CMAR,Very High,High,Fast,2020-12-01,2022-09-14,2022,182576800,1234,0.529,0.4647,0.9703,0.9334,0.0006,79,0.9744,10,25,0.456,0.9912
PRJ3-00801,Riverside Urban Village 801,Mixed-Use,Mountain,CO,Public,Guaranteed Maximum Price,Design-Build,Moderate,Low,Standard,2021-06-20,2022-12-31,2022,107358300,961,0.582,0.5574,0.9493,0.9887,0.0328,24,0.9997,13,25,0.717,0.9534
PRJ3-00802,Mesa Public Works Program 802,Infrastructure,Midwest,MN,Private,Unit Price,Design-Build,High,Low,Fast,2022-03-04,2023-11-14,2023,170545200,1207,0.514,0.4321,0.9162,0.8337,0.0426,99,0.9724,27,20,0.482,0.9636
PRJ3-00803,Lakeview Marketplace 803,Commercial,Mountain,WY,Public,Lump Sum,Design-Bid-Build,Moderate,Moderate,Standard,2018-06-25,2019-02-05,2019,117649300,617,0.366,0.3792,0.9727,1.0048,0.0212,-8,0.9319,21,14,0.278,0.9745
PRJ3-00804,Riverside Public Works Program 804,Infrastructure,Northeast,MA,Private,Guaranteed Maximum Price,Design-Bid-Build,Moderate,High,Fast,2021-10-14,2022-11-11,2022,241186600,812,0.484,0.5097,1.0204,0.994,-0.0085,-21,0.9665,0,26,0.446,0.9786
PRJ3-00805,Liberty Transit Program 805,Infrastructure,West,CA,Private,Guaranteed Maximum Price,Design-Bid-Build,Moderate,Moderate,Standard,2019-06-24,2020-11-17,2020,550246300,1195,0.429,0.3969,0.8679,0.9481,0.0611,38,1.0062,15,8,0.685,0.9595
PRJ3-00806,Granite Logistics Center 806,Industrial,Southeast,FL,Private,Unit Price,IPD,High,Low,Slow,2020-03-02,2021-06-27,2021,262557700,1203,0.401,0.3543,0.9085,0.798,0.0364,56,0.9229,14,19,0.711,0.9706
PRJ3-00807,Canyon Education Center 807,Institutional,Mountain,MT,Private,Unit Price,CMAR,Moderate,Low,Fast,2018-03-06,2019-03-15,2019,51788100,887,0.422,0.4325,0.9941,1.026,0.016,-9,0.9027,0,5,0,0.9594
PRJ3-00808,Gateway Residences 808,Residential,Southeast,TN,Private,Guaranteed Maximum Price,Design-Bid-Build,High,Moderate,Standard,2019-12-09,2021-03-19,2021,112418700,790,0.591,0.544,0.9719,0.9308,0.004,37,0.9971,15,13,0.972,0.9568
PRJ3-00809,Aspen Housing 809,Residential,Midwest,OH,Private,Guaranteed Maximum Price,Design-Bid-Build,Moderate,Moderate,Fast,2020-07-18,2021-01-06,2021,20438200,430,0.402,0.3922,1.0655,0.9093,-0.0111,4,1.0735,9,6,0.202,0.9763
PRJ3-00811,Granite Transit-Oriented Development 811,Mixed-Use,Mountain,MT,Public,Lump Sum,CMAR,Very High,High,Fast,2018-01-15,2019-07-26,2019,545465300,1058,0.527,0.5518,0.9725,1.0835,0.0293,-26,0.9664,16,21,0.93,0.9554
PRJ3-00812,Crescent Housing 812,Residential,Midwest,MO,Private,Unit Price,Design-Bid-Build,Moderate,Low,Fast,2022-05-16,2023-03-21,2023,55695000,597,0.518,0.4591,1.0101,0.8729,-0.0055,35,0.9298,13,10,0.67,0.9523
PRJ3-00813,Pioneer Office Campus 813,Commercial,Midwest,MI,Private,Unit Price,Design-Bid-Build,Very High,High,Standard,2022-07-31,2023-12-11,2023,101240800,938,0.531,0.4703,0.9881,0.9147,-0.0169,57,0.9632,11,20,0.731,0.9729
PRJ3-00814,Cedar Highway Improvements 814,Heavy Civil,Midwest,MN,Public-Private Partnership,Guaranteed Maximum Price,Design-Bid-Build,High,Moderate,Fast,2017-05-15,2019-01-08,2019,210858500,1161,0.52,0.4155,1.026,0.8376,-0.0104,121,0.9225,26,23,0.659,0.9619
PRJ3-00815,Redwood Logistics Center 815,Industrial,Mountain,WY,Private,Lump Sum,IPD,Low,Moderate,Standard,2022-09-16,2023-10-11,2023,190433100,685,0.57,0.6148,1.0701,1.0651,-0.0145,-31,0.9354,0,27,0.359,0.9687
PRJ3-00816,Aspen Apartments 816,Residential,West,NV,Public-Private Partnership,Cost Plus,Design-Build,High,Moderate,Standard,2021-07-14,2022-05-27,2022,32624100,683,0.465,0.4108,0.911,0.8973,0.0312,37,1.0244,20,11,0.58,1.0
